DesignName,ParticipantID,TrialID,Block1,Block2,D,F,Z,Time,SearchTime,MenuTime,ErrorCount
Momote,8,443,1,23,MoMote,Back,Normal,4235.712,3025.907,1209.805,0
Momote,8,444,1,24,MoMote,Back,Far,3732.591,3127.078,605.513,0
Momote,8,445,1,25,MoMote,Bottom,Close,5446.869,4438.079,1008.79,0
Momote,8,446,1,26,MoMote,Right,Normal,3125.765,2117.618,1008.147,0
Momote,8,447,1,27,MoMote,Bottom,Normal,5446.847,3934.018,1512.829,0
Momote,8,448,1,28,MoMote,Left,Far,8372.688,7465.01,907.678,0
Momote,8,449,1,29,MoMote,Top,Normal,2117.452,1209.99,907.462,0
Momote,8,450,1,30,MoMote,Left,Close,6758.166,5649.259,1108.907,0
Momote,8,451,2,1,Phone,Back,Normal,3915.212,3315.877,599.335,0
Momote,8,452,2,2,Phone,Left,Close,4750.484,4018.46,732.024,0
Momote,8,453,2,3,Phone,Right,Normal,2763.894,2063.789,700.105,0
Momote,8,454,2,4,Phone,Top,Close,2681.698,2017.893,663.805,0
Momote,8,455,2,5,Phone,Bottom,Normal,4468.191,3769.188,699.003,0
Momote,8,456,2,6,Phone,Right,Close,3000.057,2332.893,667.164,0
Momote,8,457,2,7,Phone,Back,Close,3616.563,2716.212,900.351,0
Momote,8,458,2,8,Phone,Top,Normal,2096.944,1395.3,701.644,0
Momote,8,459,2,9,Phone,Right,Far,3365.787,2665.982,699.805,0
Momote,8,460,2,10,Phone,Left,Far,6180.232,5379.667,800.565,0
Momote,8,461,2,11,Phone,Bottom,Close,4680.945,3981.547,699.398,0
Momote,8,462,2,12,Phone,Bottom,Far,5133.863,4367.49,766.373,0
Momote,8,463,2,13,Phone,Left,Normal,3634.859,2864.772,770.087,0
Momote,8,464,2,14,Phone,Back,Far,4164.238,3396.441,767.797,0
Momote,8,465,2,15,Phone,Top,Far,2364.744,1596.983,767.761,0
Momote,8,466,2,16,Phone,Back,Close,3963.922,3098.49,865.432,0
Momote,8,467,2,17,Phone,Right,Far,2866.785,2133.561,733.224,0
Momote,8,468,2,18,Phone,Left,Normal,4500.693,3565.717,934.976,0
Momote,8,469,2,19,Phone,Top,Far,3298.266,2530.976,767.29,0
Momote,8,470,2,20,Phone,Top,Close,3029.75,2296.271,733.479,0
Momote,8,471,2,21,Phone,Bottom,Far,6831.791,6196.89,634.901,0
Momote,8,472,2,22,Phone,Right,Close,2917.694,2314.649,603.045,0
Momote,8,473,2,23,Phone,Back,Normal,3498.068,2829.544,668.524,0
Momote,8,474,2,24,Phone,Back,Far,3532.274,2961.958,570.316,0
Momote,8,475,2,25,Phone,Bottom,Close,4863.412,3761.924,1101.488,0
Momote,8,476,2,26,Phone,Right,Normal,2298.993,1599.082,699.911,0
Momote,8,477,2,27,Phone,Bottom,Normal,4333.736,3664.722,669.014,0
Momote,8,478,2,28,Phone,Left,Far,5698.778,4963.324,735.454,0
Momote,8,479,2,29,Phone,Top,Normal,3661.832,2927.145,734.687,0
Momote,8,480,2,30,Phone,Left,Close,3999.766,3332.059,667.707,0
Momote,9,481,1,1,Phone,Back,Far,15417.871,14417.057,1000.814,0
Momote,9,482,1,2,Phone,Left,Normal,4332.424,3597.187,735.237,0
Momote,9,483,1,3,Phone,Right,Far,15097.387,14164.449,932.938,0
Momote,9,484,1,4,Phone,Top,Normal,4765.176,4030.838,734.338,0
Momote,9,485,1,5,Phone,Bottom,Far,9467.529,8631.966,835.563,0
Momote,9,486,1,6,Phone,Right,Normal,3330.361,2595.552,734.809,0
Momote,9,487,1,7,Phone,Back,Normal,4763.27,3929.781,833.489,0
Momote,9,488,1,8,Phone,Top,Far,7864.614,6999.004,865.61,0
Momote,9,489,1,9,Phone,Top,Close,7082.183,6050.298,1031.885,0
Momote,9,490,1,10,Phone,Right,Close,3299.523,2567.863,731.66,0
Momote,9,491,1,11,Phone,Bottom,Normal,5464.054,4863.99,600.064,0
Momote,9,492,1,12,Phone,Back,Close,6068.934,5332.607,736.327,0
Momote,9,493,1,13,Phone,Left,Far,10730.036,9997.121,732.915,0
Momote,9,494,1,14,Phone,Left,Close,6631.767,5997.324,634.443,0
Momote,9,495,1,15,Phone,Bottom,Close,3764.873,2997.728,767.145,0
Momote,9,496,1,16,Phone,Back,Normal,5031.37,4363.47,667.9,0
Momote,9,497,1,17,Phone,Top,Close,3996.595,2998.752,997.843,0
Momote,9,498,1,18,Phone,Left,Far,8398.309,7699.404,698.905,0
Momote,9,499,1,19,Phone,Bottom,Close,5532.66,4866.425,666.235,0
Momote,9,500,1,20,Phone,Top,Normal,4131.892,3299.638,832.254,0
Momote,9,501,1,21,Phone,Back,Close,4682.099,3648.959,1033.14,0
Momote,9,502,1,22,Phone,Right,Normal,3633.341,2598.52,1034.821,0
Momote,9,503,1,23,Phone,Back,Far,8362.733,7431.048,931.685,0
Momote,9,504,1,24,Phone,Left,Close,5834.173,4999.89,834.283,0
Momote,9,505,1,25,Phone,Bottom,Normal,4730.11,3965.442,764.668,0
Momote,9,506,1,26,Phone,Right,Far,6599.04,5731.436,867.604,0
Momote,9,507,1,27,Phone,Bottom,Far,8764.721,8132.521,632.2,0
Momote,9,508,1,28,Phone,Right,Close,3364.384,2664.428,699.956,0
Momote,9,509,1,29,Phone,Top,Far,7599.428,6766.317,833.111,0
Momote,9,510,1,30,Phone,Left,Normal,5745.968,4980.891,765.077,0
Momote,9,511,2,1,MoMote,Back,Far,16240.172,11499.311,4740.861,0
Momote,9,512,2,2,MoMote,Left,Normal,14928.362,7464.758,7463.604,0
Momote,9,513,2,3,MoMote,Right,Far,15332.825,13416.02,1916.805,0
Momote,9,514,2,4,MoMote,Top,Normal,8271.423,5749.71,2521.713,0
Momote,9,515,2,5,MoMote,Bottom,Far,9480.535,6960.054,2520.481,0
Momote,9,516,2,6,MoMote,Right,Normal,4135.481,2926.005,1209.476,0
Momote,9,517,2,7,MoMote,Back,Normal,5648.805,4035.168,1613.637,0
Momote,9,518,2,8,MoMote,Top,Far,15534.701,11702.409,3832.292,0
Momote,9,519,2,9,MoMote,Top,Close,11499.696,7970.451,3529.245,0
Momote,9,520,2,10,MoMote,Right,Close,11600.814,6053.26,5547.554,0
Momote,9,521,2,11,MoMote,Bottom,Normal,5143.557,3226.805,1916.752,0
Momote,9,522,2,12,MoMote,Back,Close,11298.037,5346.889,5951.148,0
Momote,9,523,2,13,MoMote,Left,Far,14225.036,12107.074,2117.962,0
Momote,9,524,2,14,MoMote,Left,Close,11399.515,8272.341,3127.174,0
Momote,9,525,2,15,MoMote,Bottom,Close,8876.287,7262.376,1613.911,0
Momote,9,526,2,16,MoMote,Back,Normal,7766.961,5447.254,2319.707,0
Momote,9,527,2,17,MoMote,Top,Close,8675.803,5043.918,3631.885,0
Momote,9,528,2,18,MoMote,Left,Far,11901.493,10288.607,1612.886,0
Momote,9,529,2,19,MoMote,Bottom,Close,9179.484,5144.547,4034.937,0
Momote,9,530,2,20,MoMote,Top,Normal,5144.193,3026.185,2118.008,0
Momote,9,531,2,21,MoMote,Back,Close,6152.502,4135.809,2016.693,0
Momote,9,532,2,22,MoMote,Right,Normal,4236.92,1816.062,2420.858,0
Momote,9,533,2,23,MoMote,Back,Far,10793.202,7968.505,2824.697,0
Momote,9,534,2,24,MoMote,Left,Close,8676.234,6961.432,1714.802,0
Momote,9,535,2,25,MoMote,Bottom,Normal,7565.784,5951.775,1614.009,0
Momote,9,536,2,26,MoMote,Right,Far,9279.921,6757.368,2522.553,0
Momote,9,537,2,27,MoMote,Bottom,Far,11096.421,9784.583,1311.838,0
Momote,9,538,2,28,MoMote,Right,Close,5648.756,3227.473,2421.283,0
Momote,9,539,2,29,MoMote,Top,Far,10188.664,8170.836,2017.828,0
Momote,9,540,2,30,MoMote,Left,Normal,7867.742,6051.925,1815.817,0
Momote,10,541,1,1,MoMote,Left,Close,7363.655,5851.521,1512.134,0
Momote,10,542,1,2,MoMote,Left,Far,13315.108,8574.152,4740.956,0
Momote,10,543,1,3,MoMote,Top,Close,5244.02,3933.589,1310.431,0
Momote,10,544,1,4,MoMote,Top,Far,15534.255,10592.008,4942.247,0
Momote,10,545,1,5,MoMote,Back,Close,14222.527,12305.744,1916.783,0
Momote,10,546,1,6,MoMote,Right,Far,12910.583,12204.636,705.947,0
Momote,10,547,1,7,MoMote,Back,Far,18963.614,16946.751,2016.863,0
Momote,10,548,1,8,MoMote,Bottom,Close,7665.755,5950.888,1714.867,0
Momote,10,549,1,9,MoMote,Top,Normal,4336.48,2218.701,2117.779,0
Momote,10,550,1,10,MoMote,Right,Normal,7363.591,4740.859,2622.732,0
Momote,10,551,1,11,MoMote,Bottom,Far,7665.907,4237.08,3428.827,0
Momote,10,552,1,12,MoMote,Back,Normal,5244.785,4337.903,906.882,0
Momote,10,553,1,13,MoMote,Right,Close,10893.583,8473.478,2420.105,0
Momote,10,554,1,14,MoMote,Left,Normal,3126.809,1916.465,1210.344,0
Momote,10,555,1,15,MoMote,Bottom,Normal,11600.496,9481.204,2119.292,0
Momote,10,556,1,16,MoMote,Back,Far,7463.757,6757.79,705.967,0
Momote,10,557,1,17,MoMote,Top,Normal,5446.636,3933.959,1512.677,0
Momote,10,558,1,18,MoMote,Right,Close,8169.614,7565.008,604.606,0
Momote,10,559,1,19,MoMote,Bottom,Normal,7767.664,6052.838,1714.826,0
Momote,10,560,1,20,MoMote,Top,Far,10388.626,9279.459,1109.167,0
Momote,10,561,1,21,MoMote,Back,Normal,6858.801,3026.062,3832.739,0
Momote,10,562,1,22,MoMote,Right,Far,12608.583,10490.665,2117.918,0
Momote,10,563,1,23,MoMote,Left,Close,4740.648,3631.87,1108.778,0
Momote,10,564,1,24,MoMote,Left,Normal,6858.977,5750.01,1108.967,0
Momote,10,565,1,25,MoMote,Bottom,Far,17551.304,15937.821,1613.483,0
Momote,10,566,1,26,MoMote,Top,Close,7463.682,5547.982,1915.7,0
Momote,10,567,1,27,MoMote,Back,Close,4941.355,3831.494,1109.861,0
Momote,10,568,1,28,MoMote,Right,Normal,6959.652,5144.694,1814.958,0
Momote,10,569,1,29,MoMote,Bottom,Close,7464.416,6153.667,1310.749,0
Momote,10,570,1,30,MoMote,Left,Far,8069.643,7060.98,1008.663,0
Momote,10,571,2,1,Phone,Left,Close,6056.611,5123.643,932.968,0
Momote,10,572,2,2,Phone,Left,Far,7594.424,6862.076,732.348,0
Momote,10,573,2,3,Phone,Top,Close,20899.178,14398.753,6500.425,0
Momote,10,574,2,4,Phone,Top,Far,7831.396,6997.406,833.99,0
Momote,10,575,2,5,Phone,Back,Close,4597.535,4031.633,565.902,0
Momote,10,576,2,6,Phone,Right,Far,8398.17,7665.604,732.566,0
Momote,10,577,2,7,Phone,Back,Far,7499.258,6730.949,768.309,0
Momote,10,578,2,8,Phone,Bottom,Close,4164.653,3432.073,732.58,0
Momote,10,579,2,9,Phone,Top,Normal,4331.471,3564.769,766.702,0
Momote,10,580,2,10,Phone,Right,Normal,4664.927,4066.396,598.531,0
Momote,10,581,2,11,Phone,Bottom,Far,2532.639,1700.334,832.305,0
Momote,10,582,2,12,Phone,Back,Normal,3431.492,2598.429,833.063,0
Momote,10,583,2,13,Phone,Right,Close,3631.984,2598.279,1033.705,0
Momote,10,584,2,14,Phone,Left,Normal,2698.251,2098.06,600.191,0
Momote,10,585,2,15,Phone,Bottom,Normal,2165.672,1531.114,634.558,0
Momote,10,586,2,16,Phone,Back,Far,2863.899,2263.162,600.737,0
Momote,10,587,2,17,Phone,Top,Normal,3899.183,3232.448,666.735,0
Momote,10,588,2,18,Phone,Right,Close,3715.724,2949.113,766.611,0
Momote,10,589,2,19,Phone,Bottom,Normal,2232.129,1564.605,667.524,0
Momote,10,590,2,20,Phone,Top,Far,4331.065,3598.05,733.015,0
Momote,10,591,2,21,Phone,Back,Normal,3566.056,2764.539,801.517,0
Momote,10,592,2,22,Phone,Right,Far,4531.376,3698.561,832.815,0
Momote,10,593,2,23,Phone,Left,Close,3765.259,3031.736,733.523,0
Momote,10,594,2,24,Phone,Left,Normal,2698.108,2066.756,631.352,0
Momote,10,595,2,25,Phone,Bottom,Far,2299.565,1501.631,797.934,0
Momote,10,596,2,26,Phone,Top,Close,4698.784,3799.572,899.212,0
Momote,10,597,2,27,Phone,Back,Close,3697.304,2898.802,798.502,0
Momote,10,598,2,28,Phone,Right,Normal,4697.457,4098.257,599.2,0
Momote,10,599,2,29,Phone,Bottom,Close,3448.879,2516.672,932.207,0
Momote,10,600,2,30,Phone,Left,Far,5765.825,4399.813,1366.012,0
Momote,11,601,1,1,Phone,Left,Normal,8121.486,7355.104,766.382,0
Momote,11,602,1,2,Phone,Right,Close,5965.691,4965.331,1000.36,0
Momote,11,603,1,3,Phone,Top,Normal,5163.724,4264.199,899.525,0
Momote,11,604,1,4,Phone,Bottom,Close,5531.39,4732.609,798.781,0
Momote,11,605,1,5,Phone,Back,Normal,5066.33,4066.387,999.943,0
Momote,11,606,1,6,Phone,Top,Close,3715.731,2915.185,800.546,0
Momote,11,607,1,7,Phone,Left,Close,3465.238,2797.601,667.637,0
Momote,11,608,1,8,Phone,Bottom,Normal,4064.399,3098.489,965.91,0
Momote,11,609,1,9,Phone,Top,Far,7599.505,6631.761,967.744,0
Momote,11,610,1,10,Phone,Right,Far,7163.309,6397.25,766.059,0
Momote,11,611,1,11,Phone,Back,Close,4582.597,3781.57,801.027,0
Momote,11,612,1,12,Phone,Back,Far,9466.703,8466.251,1000.452,0
Momote,11,613,1,13,Phone,Right,Normal,4163.615,2830.653,1332.962,0
Momote,11,614,1,14,Phone,Left,Far,9465.386,8733.529,731.857,0
Momote,11,615,1,15,Phone,Bottom,Far,10632.958,9866.175,766.783,0
Momote,11,616,1,16,Phone,Left,Close,6096.86,5096.172,1000.688,0
Momote,11,617,1,17,Phone,Top,Far,9697.351,8898.06,799.291,0
Momote,11,618,1,18,Phone,Right,Normal,3599.814,2866.552,733.262,0
Momote,11,619,1,19,Phone,Bottom,Far,10097.905,9263.681,834.224,0
Momote,11,620,1,20,Phone,Bottom,Close,6582.701,5682.614,900.087,0
Momote,11,621,1,21,Phone,Back,Far,8097.87,7330.443,767.427,0
Momote,11,622,1,22,Phone,Top,Close,4181.549,3314.9,866.649,0
Momote,11,623,1,23,Phone,Left,Normal,4999.723,4232.964,766.759,0
Momote,11,624,1,24,Phone,Left,Far,9965.609,9266.043,699.566,0
Momote,11,625,1,25,Phone,Back,Close,5327.877,4429.016,898.861,0
Momote,11,626,1,26,Phone,Top,Normal,3466.038,2299.261,1166.777,0
Momote,11,627,1,27,Phone,Back,Normal,4264.881,3499.792,765.089,0
Momote,11,628,1,28,Phone,Right,Far,8465.321,7698.96,766.361,0
Momote,11,629,1,29,Phone,Bottom,Normal,4664.455,3965.942,698.513,0
Momote,11,630,1,30,Phone,Right,Close,3199.42,2568.915,630.505,0
Momote,11,631,2,1,MoMote,Left,Normal,8876.569,7060.82,1815.749,0
Momote,11,632,2,2,MoMote,Right,Close,12910.933,11498.585,1412.348,1
Momote,11,633,2,3,MoMote,Top,Normal,9783.702,7463.931,2319.771,1
Momote,11,634,2,4,MoMote,Bottom,Close,8877.342,7162.633,1714.709,0
Momote,11,635,2,5,MoMote,Back,Normal,8371.366,6858.703,1512.663,0
Momote,11,636,2,6,MoMote,Top,Close,4741.181,3329.299,1411.882,0
Momote,11,637,2,7,MoMote,Left,Close,8573.706,7464.609,1109.097,0
Momote,11,638,2,8,MoMote,Bottom,Normal,7867.218,6656.792,1210.426,0
Momote,11,639,2,9,MoMote,Top,Far,12407.141,11096.314,1310.827,0
Momote,11,640,2,10,MoMote,Right,Far,9078.447,7868.36,1210.087,0
Momote,11,641,2,11,MoMote,Back,Close,6354.098,4841.304,1512.794,0
Momote,11,642,2,12,MoMote,Back,Far,10590.782,9683.751,907.031,0
Momote,11,643,2,13,MoMote,Right,Normal,4942.868,3631.938,1310.93,0
Momote,11,644,2,14,MoMote,Left,Far,11701.283,10491.574,1209.709,0
Momote,11,645,2,15,MoMote,Bottom,Far,12306.946,9784.968,2521.978,0
Momote,11,646,2,16,MoMote,Left,Close,8671.665,6452.812,2218.853,0
Momote,11,647,2,17,MoMote,Top,Far,10994.163,9078.403,1915.76,0
Momote,11,648,2,18,MoMote,Right,Normal,6053.308,4641.373,1411.935,0
Momote,11,649,2,19,MoMote,Bottom,Far,11095.516,9985.75,1109.766,0
Momote,11,650,2,20,MoMote,Bottom,Close,7565.82,6657.998,907.822,0
Momote,11,651,2,21,MoMote,Back,Far,9279.711,7968.4,1311.311,0
Momote,11,652,2,22,MoMote,Top,Close,3833.457,2723.789,1109.668,0
Momote,11,653,2,23,MoMote,Left,Normal,7766.363,5950.712,1815.651,0
Momote,11,654,2,24,MoMote,Left,Far,9380.982,8271.389,1109.593,0
Momote,11,655,2,25,MoMote,Back,Close,6051.77,4034.664,2017.106,0
Momote,11,656,2,26,MoMote,Top,Normal,3631.869,2420.807,1211.062,0
Momote,11,657,2,27,MoMote,Back,Normal,5345.228,4135.477,1209.751,0
Momote,11,658,2,28,MoMote,Right,Far,11297.915,9785.158,1512.757,0
Momote,11,659,2,29,MoMote,Bottom,Normal,3530.078,2319.942,1210.136,0
Momote,11,660,2,30,MoMote,Right,Close,4236.147,2723.177,1512.97,0
